shortcode,account,url,duration,title,published_datetime,Thumbnail,comment,like,video_play_count,video_view_count,category
Cd7bJWHF0Bm,narasi.tv,https://www.instagram.com/reel/Cd7bJWHF0Bm/,60.047,"Tolong dong hargai kita tim selalu on time, betapa emosinya kalau nunggu kalian berjam-jam tapi harus terpaksa fake smile depan kalian. Teman yang hobi ngaret enaknya diapain ya?😵‍💫 | InMySotoyOpinion

#Narasi #JadiPaham #IMSO #KelakuanAnakMuda",2022-05-24 12:09:49,https://instagram.fcgk37-1.fna.fbcdn.net/v/t50.2886-16/283285477_5331357836907425_940270779574410656_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjQ4MC5jbGlwcy5iYXNlbGluZSIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=instagram.fcgk37-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=ZcBd6RxcX-wAX8JfOH4&tn=eFLwVbSMUqQ_bHKN&edm=ACHbZRIBAAAA&vs=416190153425425_3562874534&_nc_vs=HBksFQAYJEdPV1g0aENoRXdwNjEtQVNBS0JkTnRGS2d3d05icV9FQUFBRhUAAsgBABUAGCRHTXh5enhDeUlLMVBGblVBQUxPRDZCYmJreDFlYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmnM%2Fj2azS4j8VAigCQzMsF0BOAAAAAAAAGBJkYXNoX2Jhc2VsaW5lXzJfdjERAHX%2BBwA%3D&_nc_rid=62020d38b1&ccb=7-5&oe=629CAFB6&oh=00_AT_fQyAFtcxfkGf8yPKQYOAzBgLjeujg22HlPgNz2HRRlg&_nc_sid=4a9e64,17,1036,25274,11255,Reels
Cd7TWavluRs,narasi.tv,https://www.instagram.com/reel/Cd7TWavluRs/,15.047,"Udah baca artikel Harvard Business Review “If You Can’t Find a Spouse Who Supports Your Career, Stay Single” belum? 

Walau judulnya ekstrem tapi isi artikelnya kasih insight menarik, loh! Salah satunya adalah pasangan hidup cukup menentukan apakah kita akan punya karier yang cemerlang ke depannya, terutama untuk temen-temen yang ingin berkarier setelah menikah dan punya anak.

Bukan cuma karier, tapi pasangan juga menentukan bagaimana pola komunikasi sampai parenting yang akan kita berikan ke anak-anak kita. Pertanyaan “Jadi kapan nikah?”, semoga enggak mengintimidasi kamu yang sedang berproses mencari pasangan yang bisa bertumbuh bersama, ya!😎

Apa sih hal yang menurutmu penting ada di pasanganmu? | WMN by Narasi

@fathyartha @wmnbynarasi 

#BerFlowerBarengWMN #BerFlowerBareng #WMNbyNarasi #WMNtribe #Relationship #Career #SelfReminder #Psychology #WMNReels #ReelsWMNTribe",2022-05-24 11:02:23,https://instagram.fcgk37-1.fna.fbcdn.net/v/t50.2886-16/283079374_109826605072377_1624345182944710711_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjQ4MC5jbGlwcy5iYXNlbGluZSIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=instagram.fcgk37-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=u4ljNxL8bgcAX_QP9Vr&edm=ACHbZRIBAAAA&vs=1186920228799735_2119814094&_nc_vs=HBksFQAYJEdNNXkzeEQ1UDhqLTRtTUFBRGRRQ1haVzFZb1dicV9FQUFBRhUAAsgBABUAGCRHQVVINkJDaVVDOWlWQ2dCQUN5OXkzbzFTZEVYYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmnKPQs8bQ2D8VAigCQzMsF0AuAAAAAAAAGBJkYXNoX2Jhc2VsaW5lXzJfdjERAHX%2BBwA%3D&_nc_rid=62020acec1&ccb=7-5&oe=629D37FF&oh=00_AT-yoBw2LBBANg-pjiQQFpFLjiS2JW_ozubxXAWplNQ2ew&_nc_sid=4a9e64,57,5524,125980,61435,Reels
Cd5J4IcFmCs,narasi.tv,https://www.instagram.com/reel/Cd5J4IcFmCs/,48.275,"Kalau punya budget lebih, mending nikah dulu atau bikin usaha? Ini jawaban anak-anak agency bareng @jihanfh. Selengkapnya di YouTube Narasi | NamanyaJugaLyfe

#NamanyaJugaLyfe #Agency #Relationship  #Lifestyle #NarasiOriginal #Narasi #JadiPaham",2022-05-23 15:00:17,https://instagram.fcgk37-1.fna.fbcdn.net/v/t50.2886-16/281589236_5086660798080525_3730109585377835460_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjQ4MC5jbGlwcy5iYXNlbGluZSIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=instagram.fcgk37-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=tqbVyJi5LW0AX_pHxxH&edm=ACHbZRIBAAAA&vs=1008524853129575_2258416929&_nc_vs=HBksFQAYJEdQUzF5QkFOWnZhQlNoSVNBTVM1dWFubkFzUXpicV9FQUFBRhUAAsgBABUAGCRHR09EN0JEWlJNUk1iSHNDQU1NSVdhMmxxMHAwYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmkoelhK27zz8VAigCQzMsF0BIHdLxqfvnGBJkYXNoX2Jhc2VsaW5lXzJfdjERAHX%2BBwA%3D&_nc_rid=62020558f9&ccb=7-5&oe=629CBFD9&oh=00_AT-VBE3Nz2Hj6xWiT2xXC9B_yqVAoLaCQa_NEl5QeY5Vrw&_nc_sid=4a9e64,4,502,19652,10065,Reels
Cd4_yCPFimv,narasi.tv,https://www.instagram.com/reel/Cd4_yCPFimv/,55.2,"Behind the Work Saatnya Baikan

Yang cepat di dunia ini hanyalah mi instan bestie~ 
Nih intip proses pembuatan masterpiece Saatnya Baikan | Get Started

Credit: @akbaaruds_ 
@getstarted.narasi 

#GetTheHacked #JadiPaham #StartWhereYouAt #GetStarted #Narasi",2022-05-23 13:31:56,https://instagram.fcgk37-1.fna.fbcdn.net/v/t50.2886-16/283822382_3239812606300763_5092162194362225132_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjQ4MC5jbGlwcy5iYXNlbGluZSIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=instagram.fcgk37-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=bzxI8vO3E1AAX87g8Tn&edm=ACHbZRIBAAAA&vs=5197241097024933_1142443550&_nc_vs=HBksFQAYJEdDN0o2aEJia29tbmw0SUxBT3hSb2sySi1xcEdicV9FQUFBRhUAAsgBABUAGCRHT28wemhCMFFwLUVpVUlCQU95Y05kbXZNZklMYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAm0MCL84eE7j8VAigCQzMsF0BLmZmZmZmaGBJkYXNoX2Jhc2VsaW5lXzJfdjERAHX%2BBwA%3D&_nc_rid=6202044056&ccb=7-5&oe=629D88E3&oh=00_AT_9I0-rE2968SwM_zdYaUo4tutl3g9zyc_RXA-uMe-Gag&_nc_sid=4a9e64,15,894,26187,10911,Reels
Cd44z0_lVbZ,narasi.tv,https://www.instagram.com/reel/Cd44z0_lVbZ/,36.851,"@taylorswift bagi salah satu resep menghadapi kehidupan yang terbukti bekerja buatnya pada pidatonya ketika mendapat gelar Doctor of Fine Arts dari New York University di usia muda. | WMN by Narasi

@wmnbynarasi 

#WMNbyNarasi #BerflowerBarengWMN #WMNreels #WomenEmpowerment #WMNWords #FemaleQuote #TaylorSwift #Swifties #LifeLesson #Quote #Narasi #JadiPaham",2022-05-23 12:33:13,https://instagram.fcgk37-1.fna.fbcdn.net/v/t50.2886-16/282285251_694717081748031_3859237468730138913_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjQ4MC5jbGlwcy5iYXNlbGluZSIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=instagram.fcgk37-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=01nZzWbOkhgAX8ltb6L&edm=ACHbZRIBAAAA&vs=374560628046307_441406163&_nc_vs=HBksFQAYJEdNTlUweEEtZ3VCczEzY0NBQ0doaWRzSHhJNDFicV9FQUFBRhUAAsgBABUAGCRHS0M3MUJCYTB0aS1YVWNCQURDZG5LNDFuZ1pKYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAm4ob0o4Lu2kAVAigCQzMsF0BCZmZmZmZmGBJkYXNoX2Jhc2VsaW5lXzJfdjERAHX%2BBwA%3D&_nc_rid=62020b3e04&ccb=7-5&oe=629CC390&oh=00_AT-76mpV8Cqa8-FUTS-LEh_HWITJyIOxptwyCDQCXsqdnA&_nc_sid=4a9e64,50,7179,126136,55420,Reels
Cd4upP1lKdr,narasi.tv,https://www.instagram.com/reel/Cd4upP1lKdr/,59.095,"Aduuh, kenapa otak aku masih liburan ya? Apa yang salah ini? | InMySotoyOpinion 

#Narasi #JadiPaham #IMSO # #Liburan #BangSotoy  #PostHolidaySyndrome #TanggalMerah",2022-05-23 11:02:24,https://instagram.fcgk37-1.fna.fbcdn.net/v/t50.2886-16/281951187_7598474710194776_3125992348799760919_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjQ4MC5jbGlwcy5iYXNlbGluZSIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=instagram.fcgk37-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=M_u4blIF778AX-7YqrK&edm=ACHbZRIBAAAA&vs=853377468953322_933409727&_nc_vs=HBksFQAYJEdOTTd6aEJZbXUtQnhmNGFBQmQ2ektCNndXRXJicV9FQUFBRhUAAsgBABUAGCRHRXZjekJBNWtldlBsWVlDQUtzeG12MW0yRTVEYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmytmaysbV7T8VAigCQzMsF0BNhDlYEGJOGBJkYXNoX2Jhc2VsaW5lXzJfdjERAHX%2BBwA%3D&_nc_rid=6202015434&ccb=7-5&oe=629CF509&oh=00_AT8cF08rSOVqeLpT0tZuGql1t5J9J_n2B6hVPrXNOE56nw&_nc_sid=4a9e64,12,1161,31256,17663,Reels
Cd2sCqBlWi1,narasi.tv,https://www.instagram.com/reel/Cd2sCqBlWi1/,10.449,"Aku saat ini.🥲

Tapi, tetap tenang, karena semuanya akan indah pada waktunya! Kamu gini juga enggak?🤝 | Narasi

#JadiPaham #Narasi",2022-05-22 16:01:16,https://instagram.fcgk37-2.fna.fbcdn.net/v/t50.2886-16/281413145_603578154019201_8019434271984475516_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjQ4MC5jbGlwcy5iYXNlbGluZSIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=instagram.fcgk37-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=skmY_MdkVNMAX9HLFWY&tn=eFLwVbSMUqQ_bHKN&edm=ACHbZRIBAAAA&vs=522162676229463_1292977289&_nc_vs=HBksFQAYJEdCa0d4aENCNlhaOTh5UUNBSHhkT2tuN3dFcHZicV9FQUFBRhUAAsgBABUAGCRHTTRqNVJEbjVrb083T2thQU9hVnpCVzM3OXg4YnFfRUFBQUYVAgLIAQAoABgAGwAVAAAm4KSYoqz5vD8VAigCQzMsF0AkzMzMzMzNGBJkYXNoX2Jhc2VsaW5lXzJfdjERAHX%2BBwA%3D&_nc_rid=6202079c6d&ccb=7-5&oe=629D1508&oh=00_AT9MgQJx-s_jglXZPZqj8wfhAOJ1kEWGtF9ITHWq3ST7jg&_nc_sid=4a9e64,40,3128,95831,52310,Reels
Cd2fXKUl6F8,narasi.tv,https://www.instagram.com/reel/Cd2fXKUl6F8/,46.348,"Gak cuman kamu doang kok yang ditagih revisian pas weekend hehe. Semangat! :’)

Saksikan selengkapnya episode “Kantor Toxic. Pindah atau Bertahan?” bersama @semakindidevan, hanya di YouTube Narasi | InMySotoyOpinion
#IMSO #InMySotoyOpinion #LingkunganToxic",2022-05-22 14:10:28,https://instagram.fcgk37-2.fna.fbcdn.net/v/t50.2886-16/281361595_383478993798288_2611544484541480733_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjQ4MC5jbGlwcy5iYXNlbGluZSIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=instagram.fcgk37-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=LZZhBhfqrdYAX99c7sf&edm=ACHbZRIBAAAA&vs=695793991475262_615319003&_nc_vs=HBksFQAYJEdMczh4UkNRUkRTcHhWd0JBQjItT1VUZkVUNGticV9FQUFBRhUAAsgBABUAGCRHS2hUMXhBZEZTMVBESUFhQUVYVFgxalk3aFFUYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmyv2RluWZ1T8VAigCQzMsF0BHIgxJul41GBJkYXNoX2Jhc2VsaW5lXzJfdjERAHX%2BBwA%3D&_nc_rid=62020b9729&ccb=7-5&oe=629D018C&oh=00_AT_AjEBhaCDbmdi9cTtSlo84clUV0uzawyMD7uFJXOOmJQ&_nc_sid=4a9e64,12,986,26037,10693,Reels
Cd2YZclFDWz,narasi.tv,https://www.instagram.com/reel/Cd2YZclFDWz/,55.31,"Enggak apa-apa kok punya mimpi yang tinggi, asal kamu sadar penuh ya kalo itu bukan cuma angan-angan. Dan yang paling penting, jangan merendahkan mimpi satu sama lain, ya. Semangat! | Get Started 

@getstarted.narasi 

Credit : @mahasiswadanjakarta 
#JadiPaham #GetStarted #StartWhereYouAt #Narasi",2022-05-22 13:10:15,https://instagram.fcgk37-2.fna.fbcdn.net/v/t50.2886-16/281954229_5429529873735678_7812605380645825545_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjQ4MC5jbGlwcy5iYXNlbGluZSIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=instagram.fcgk37-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=r2C8FK4c0DoAX8rL95y&tn=eFLwVbSMUqQ_bHKN&edm=ACHbZRIBAAAA&vs=762437641794628_2354684987&_nc_vs=HBksFQAYJEdMVkh6aERfMzJ2dklFb1RBQWtzczJNejgydHNicV9FQUFBRhUAAsgBABUAGCRHRFNLNHhEbHlnaHFIdHdCQUZsTVJVZUdyNkk3YnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmsMaa%2B4jM1UAVAigCQzMsF0BLogxJul41GBJkYXNoX2Jhc2VsaW5lXzJfdjERAHX%2BBwA%3D&_nc_rid=620203060d&ccb=7-5&oe=629C92E3&oh=00_AT8MR24uF-cCWa4QfII0Y3Epn3kVhEakiBOTiysyXdBPbw&_nc_sid=4a9e64,123,5535,103881,49169,Reels
Cd2EW1KF09W,narasi.tv,https://www.instagram.com/reel/Cd2EW1KF09W/,60.071,"Siapa yang masih menganggap pekerjaan rumah itu adalah sepenuhnya tanggung jawab perempuan? 

Enggak gitu juga kok, ini buktinya!😊

Siapa nih yang begini juga? Coba, komen, ya!🙌

@lungguhginanjar @hikmahprahara @febrian_ @rayendar 

@wmnbynarasi | WMN by Narasi

#WMNbyNarasi #WMNtribe #IAmWMN #Respect #BerFlowerBarengWMN #BerFlowerBareng #DearGentlemen #WMNDearGentlemen #Domestik #PekerjaanRumahTangga #PekerjaanDomestik #Setara #Equal",2022-05-22 10:15:11,https://instagram.fcgk37-1.fna.fbcdn.net/v/t50.2886-16/281758308_615432546916028_990862938970745054_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjQ4MC5jbGlwcy5iYXNlbGluZSIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=instagram.fcgk37-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=p4rsUkA0xNcAX_x6dBa&edm=ACHbZRIBAAAA&vs=999969700907059_1366425844&_nc_vs=HBksFQAYJEdHUkt5eEM4bGxlT3V5OENBTjVvYzlxWFFNQU5icV9FQUFBRhUAAsgBABUAGCRHSi1sM3hBNVBtSW43bjhCQUxVbV9ma2ZkNmR1YnFfRUFBQUYVAgLIAQAoABgAGwAVAAAm6MeRxcKe7T8VAigCQzMsF0BOAAAAAAAAGBJkYXNoX2Jhc2VsaW5lXzJfdjERAHX%2BBwA%3D&_nc_rid=62020af271&ccb=7-5&oe=629CA2C7&oh=00_AT-PYbt76V9-OEpi8dgdEGWrd3YTVguVUkdyWRdfqxo10Q&_nc_sid=4a9e64,7,448,17751,6303,Reels
Cd0Kr4XFpZf,narasi.tv,https://www.instagram.com/reel/Cd0Kr4XFpZf/,48.228,"Kamu tau gak sih kalau flexing tuh salah satu ciri orang yang gak PD sama diri sendiri? Biasanya, orang yang beneran kaya tuh jarang pamer di sosial media. Gak kayak Indra Kenz, yang sekarang akunnya tiba-tiba hilang. /eh/

Saksikan selengkapnya episode “Pamer Kemewahan, Biar Kelihatan Mapan” bersama @semakindidevan, hanya di YouTube Narasi | InMySotoyOpinion

#IMSO #InMySotoyOpinion #crazyrich #popculture #Narasi #JadiPaham",2022-05-21 16:31:16,https://instagram.fcgk37-2.fna.fbcdn.net/v/t50.2886-16/283103901_1096524600926378_2713798324959954068_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjQ4MC5jbGlwcy5iYXNlbGluZSIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=instagram.fcgk37-2.fna.fbcdn.net&_nc_cat=102&_nc_ohc=u4wvItqDLMkAX9I-uCH&tn=eFLwVbSMUqQ_bHKN&edm=ACHbZRIBAAAA&vs=2112194272292654_1519008278&_nc_vs=HBksFQAYJEdKM1MzeENxWUZPSFNPVURBSlRFU2I4eVdha2xicV9FQUFBRhUAAsgBABUAGCRHSm5ZMWhCVHFmcVN1T3dCQUFpcDlCYUl3RFVkYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmtp2A%2Bt%2FU1j8VAigCQzMsF0BIFT987ZFoGBJkYXNoX2Jhc2VsaW5lXzJfdjERAHX%2BBwA%3D&_nc_rid=62020d0c4e&ccb=7-5&oe=629D04ED&oh=00_AT9P_LezOX5_F5Prb8YsK-Eww3JMER3jtpaLMyJ5a6siDA&_nc_sid=4a9e64,35,1602,37071,17235,Reels
Cdz5qSklYvd,narasi.tv,https://www.instagram.com/reel/Cdz5qSklYvd/,33.414,"Semangat ya yang baru pertama ngerasain kerja, semoga bisa cepet adaptasi sama lingkungan baru!🤩
 | Get Started 

@getstarted.narasi 

#JadiPaham #GetStarted #StartWhereYouAt #Narasi",2022-05-21 14:02:14,https://instagram.fcgk37-2.fna.fbcdn.net/v/t50.2886-16/281160523_704439850790186_367661336876187160_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjQ4MC5jbGlwcy5iYXNlbGluZSIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=instagram.fcgk37-2.fna.fbcdn.net&_nc_cat=102&_nc_ohc=axNwcP5MH-sAX-4DbBH&edm=ACHbZRIBAAAA&vs=495681635641314_3958377157&_nc_vs=HBksFQAYJEdFc3J3aEFxYlJJdnI0QUNBQmhfSnJZSk1ob0ZicV9FQUFBRhUAAsgBABUAGCRHR09qNVJDaEI1Sk50bnNBQUg1VU5kQWR2STl3YnFfRUFBQUYVAgLIAQAoABgAGwAVAAAm3JTn94GO3z8VAigCQzMsF0BArtkWhysCGBJkYXNoX2Jhc2VsaW5lXzJfdjERAHX%2BBwA%3D&_nc_rid=444af07e5f&ccb=7-5&oe=629D9BC1&oh=00_AT_fDFhouqSNs1aR106BZjfhrL2bgwICoB-pxLm4tc57pg&_nc_sid=4a9e64,40,3091,63749,36151,Reels
CdzyzRFFK-9,narasi.tv,https://www.instagram.com/reel/CdzyzRFFK-9/,60.071,"Bakal ada apa ya di final TWK nanti?🤩

HARI INI. SABTU, 21 MEI 2022. 
Hanya di Narasi. Jangan sampai ketinggalan, ya! | Tes Wawasan Kebangsaan 

#TesWawasanKebangsaan #Narasi #JadiPaham",2022-05-21 13:02:48,https://instagram.fcgk37-1.fna.fbcdn.net/v/t50.2886-16/281357254_678237689903751_7763360202075726419_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjQ4MC5jbGlwcy5iYXNlbGluZSIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=instagram.fcgk37-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=V70R7WX4QX8AX-Tabjv&tn=eFLwVbSMUqQ_bHKN&edm=ACHbZRIBAAAA&vs=712186653238403_1891764696&_nc_vs=HBksFQAYJEdNWXJ4UkNIZXBTRTJtZ0NBRlBpSU1UNC1yeHJicV9FQUFBRhUAAsgBABUAGCRHSnRMNVJERFFhVExXS0VMQUMyazBTek1aNTRmYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmyLTviqPbxUAVAigCQzMsF0BOBDlYEGJOGBJkYXNoX2Jhc2VsaW5lXzJfdjERAHX%2BBwA%3D&_nc_rid=444af7ceee&ccb=7-5&oe=629DAA0A&oh=00_AT9B8PA224H80_v31h3zbR-3HGZfwk_5d_RAooQpr0rnKQ&_nc_sid=4a9e64,1,232,12235,4366,Reels
Cdzr8nPFwmU,narasi.tv,https://www.instagram.com/reel/Cdzr8nPFwmU/,58.817,"Skill set yang ini enggak pandang gender, siapapun harus, musti, kudu bisa ya karena basic buat bisa bertahan hidup. Yang setuju coba angkat tangan.🙋🏻‍♀️🙋🏻‍♂️ | WMN by Narasi

@mutiarazka @wmnbynarasi 

#BerFlowerBarengWMN #BerFlowerBareng #WMNbyNarasi #WMNtribe #WMNReels #ReelsWMNTribe #Repost #SkillSet #SkillBertahanHidup #BasicSkill",2022-05-21 12:03:36,https://instagram.fcgk37-1.fna.fbcdn.net/v/t50.2886-16/281830621_2870329409932589_1347026647234820595_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjQ4MC5jbGlwcy5iYXNlbGluZSIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=instagram.fcgk37-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=vxwtgTxu4xUAX-R7pVH&edm=ACHbZRIBAAAA&vs=2796263784015088_466123718&_nc_vs=HBksFQAYJEdOMWt6QkF0RGQ2a2pESUtBUE81YWt1Wm1iRVNicV9FQUFBRhUAAsgBABUAGCRHSy10dmhBbllSZHktYWtDQUs4U0JOMU82ZWxUYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmot3jrMqB5j8VAigCQzMsF0BNZmZmZmZmGBJkYXNoX2Jhc2VsaW5lXzJfdjERAHX%2BBwA%3D&_nc_rid=444afd053d&ccb=7-5&oe=629D24BE&oh=00_AT80IJOVgjiYsjEAsaUhGT6QW_gOYhJ0A3wXBDRrWKTxDA&_nc_sid=4a9e64,105,6351,143137,81115,Reels
CdzmZLylRaz,narasi.tv,https://www.instagram.com/reel/CdzmZLylRaz/,60.071,"Eh, dengerin dan catet nih tips dari Mbak Taylor Swift pas terima gelar Doctor of Fine Arts dari New York University. ✍️

Oh iya, biasanya gelar ini disematkan buat mereka berkontribusi secara signifikan kepada masyarakat di bidang seni. Keren banget ya?

Btw, congrats Mbak @taylorswift 🥳

| Narasi Daily 

#TaylorSwift #NewYorkUniversity #NYU #NewYork #NarasiNewsroom #NarasiDaily",2022-05-21 11:14:43,https://instagram.fcgk37-1.fna.fbcdn.net/v/t50.2886-16/281323372_1049126165722523_1807847865526148872_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjQ4MC5jbGlwcy5iYXNlbGluZSIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=instagram.fcgk37-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=QWHMy79XH1kAX8-GG1v&edm=ACHbZRIBAAAA&vs=296655515883415_431877494&_nc_vs=HBksFQAYJEdHeW54QkNidFc2NExMb0RBQWhmb2lnT3hCWVpicV9FQUFBRhUAAsgBABUAGCRHSVhxM3hBRGUwUU5rb2tTQURQUDA4SGNvMWx0YnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmzOjX4OStjkAVAigCQzMsF0BOAAAAAAAAGBJkYXNoX2Jhc2VsaW5lXzJfdjERAHX%2BBwA%3D&_nc_rid=444afed11a&ccb=7-5&oe=629CF327&oh=00_AT8Ir5Fgh4B94jUOnBiYC-jOSEK14oXAy2ErLIU-3-9Kqg&_nc_sid=4a9e64,162,23937,382308,182399,Reels
CdzfCs0JKrS,narasi.tv,https://www.instagram.com/reel/CdzfCs0JKrS/,19.018,"Semangat! Semoga kamu yang sedang menjalankan UTBK selalu dilancarkan dan bisa dapet PTN impian, ya. Aamiin! 🤗 | InMySotoyOpinion

#Narasi #JadiPaham #IMSO #UTBK #PejuangUTBK #PTN",2022-05-21 10:10:14,https://instagram.fcgk37-1.fna.fbcdn.net/v/t50.2886-16/283126974_3181479062139595_6834933542757052106_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjQ4MC5jbGlwcy5iYXNlbGluZSIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=instagram.fcgk37-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=m9sZFy2vuTkAX9M8ri2&tn=eFLwVbSMUqQ_bHKN&edm=ACHbZRIBAAAA&vs=725487268494108_2349165469&_nc_vs=HBksFQAYJEdMNHM0QkRMOGx2UmlVMExBTXF1YnhmWWo5cGVicV9FQUFBRhUAAsgBABUAGCRHSVFmNHhEajRvN3pRVXNGQUhUYThoS1ZndXRqYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAm%2Buut7v%2BW6z8VAigCQzMsF0Ay90vGp%2B%2BeGBJkYXNoX2Jhc2VsaW5lXzJfdjERAHX%2BBwA%3D&_nc_rid=444af58c7e&ccb=7-5&oe=629C8716&oh=00_AT_vQ73lDjbOAceFiLIEoYPFt0RDq7yRDlUkj1L0pMP5PQ&_nc_sid=4a9e64,2,493,20644,8657,Reels
